Word,Lemma,POS,P4 Occurrences,P5 Occurrences
ジケン,,Noun,5,0
演歌,演歌,Noun,5,0
歌手,歌手,Noun,5,0
愛人,愛人,Noun,5,0
アナウンサー,アナウンサー-announcer,Noun,5,0
至急,至急,Noun,5,0
泊まっ,泊まる,Verb,5,0
早退,早退,Noun,5,0
自転,自転,Noun,5,0
マトモ,正面,な-Adjective,5,0
ぶら下がっ,ぶら下がる,Verb,5,0
ちっく,チック--tic,Suffix,5,0
モチ,餅,Noun,5,0
病欠,病欠,Noun,5,0
めろ,めろ,Noun,5,0
１３,,Noun,5,0
おっとっと,おっと,Interjection,5,0
寂しかっ,寂しい,い-Adjective,5,0
痛く,痛い,い-Adjective,5,0
酢,酢,Noun,5,0
やくそく,約束,Noun,5,0
Ａ,,Noun,5,0
漢,漢,Noun,5,0
長かっ,長い,い-Adjective,5,0
膝,膝,Noun,5,0
巌,岩,Noun,5,0
戸,戸,Noun,5,0
短,短い,い-Adjective,5,0
辞退,辞退,Noun,5,0
なっつ,ナッツ-nuts,Noun,5,0
賞品,賞品,Noun,5,0
一室,一室,Noun,5,0
寝起き,寝起き,Noun,5,0
ソロ,ソロ-solo,Noun,5,0
惑わさ,惑わす,Verb,5,0
むむむ,むむ,Interjection,5,0
濃く,濃い,い-Adjective,5,0
黄泉,黄泉,Noun,5,0
もぉ,もう,Interjection,5,0
つぶっ,瞑る,Verb,5,0
エリザベス,エリザベス-Elizabeth,Noun,5,0
ＮＯＲＭＡＬ,ノーマル-normal,な-Adjective,5,0
ぱい,パイ-pie,Noun,5,0
メソポタミア,メソポタミア-Mesopotamia,Noun,5,0
夕飯,夕飯,Noun,5,0
緑色,緑色,Noun,5,0
親指,親指,Noun,5,0
ルサンチマン,ルサンチマン-ressentiment,Noun,5,0
万葉,万葉,Noun,5,0
アンデス,アンデス-Andes,Noun,5,0
小春,小春,Noun,5,0
キリスト,キリスト-Christ,Noun,5,0
１４,,Noun,5,0
北極,ホッキョク,Noun,5,0
アルゼンチン,アルゼンチン-Argentina,Noun,5,0
色素,色素,Noun,5,0
ドッジ,ドッジ-外国,Noun,5,0
しゃしん,写真,Noun,5,0
捻っ,捻る,Verb,5,0
封書,封書,Noun,5,0
保育,保育,Noun,5,0
堪え,堪える,Verb,5,0
剛史,タケシ,Noun,5,0
整備,整備,Noun,5,0
製薬,製薬,Noun,5,0
演奏,演奏,Noun,5,0
焼肉,焼き肉,Noun,5,0
醤油,醤油,Noun,5,0
揚げる,上げる,Verb,5,0
ビシソワーズ,ビシソワーズ-vichyssoise,Noun,5,0
ほうれん,菠薐,Noun,5,0
ショウガ,生姜,Noun,5,0
)],,Code,5,0
屋台,屋台,Noun,5,0
米俵,米俵,Noun,5,0
節目,節目,Noun,4,0
だいじょうぶ,大丈夫,な-Adjective,4,0
押忍,おす,Interjection,4,0
しごと,仕事,Noun,4,0
デンワ,電話,Noun,4,0
なになに,何々,Pronoun,4,0
ＤＶＤ,ＤＶＤ,Noun,4,0
おす,おす,Interjection,4,0
ギコ,ギコ,Noun,4,0
太っ,太る,Verb,4,0
ささっ,差さる,Verb,4,0
もれ,漏れる,Verb,4,0
宿泊,宿泊,Noun,4,0
校,校,Suffix,4,0
毒物,毒物,Noun,4,0
グミ,グミ-gummi,Noun,4,0
慰め,慰め,Noun,4,0
板長,板長,Noun,4,0
未明,未明,Noun,4,0
宿,宿,Noun,4,0
手伝わ,手伝う,Verb,4,0
あっち側,彼方側,Noun,4,0
三角,三角,Noun,4,0
殺そう,殺す,Verb,4,0
署内,署内,Noun,4,0
一面,一面,Noun,4,0
押し付け,押し付ける,Verb,4,0
ひっかかっ,引っ掛かる,Verb,4,0
野次馬,野次馬,Noun,4,0
団らん,団欒,Noun,4,0
重機,重機,Noun,4,0
出れる,出る,Verb,4,0
エベレスト,エベレスト-Everest,Noun,4,0
アヤシイ,怪しい,い-Adjective,4,0
ミョー,妙,Noun,4,0
性別,性別,Noun,4,0
拒絶,拒絶,Noun,4,0
布,布,Noun,4,0
１５,,Noun,4,0
落ち込む,落ち込む,Verb,4,0
１、２,一二,Noun,4,0
合同,合同,Noun,4,0
輪,輪,Noun,4,0
小指,小指,Noun,4,0
片栗粉,片栗粉,Noun,4,0
飲み込む,飲み込む,Verb,4,0
物体,物体,Noun,4,0
大谷,オオヤ,Noun,4,0
潜水,潜水,Noun,4,0
艦,艦,Noun,4,0
気絶,気絶,Noun,4,0
押しかけ,押し掛ける,Verb,4,0
ちげえ,違い,Noun,4,0
せえ,さえ,Particle,4,0
はり,張る,Verb,4,0
着ぐるみ,着ぐるみ,Noun,4,0
映ん,映る,Verb,4,0
ランバー,ランバー-lumber,Noun,4,0
キモチ,気持ち,Noun,4,0
コピー,コピー-copy,Noun,4,0
チビッコ,ちびっこ,Noun,4,0
辰巳,タツミ,Noun,4,0
ロケ,ロケ-location,Noun,4,0
私立,私立,Noun,4,0
作文,作文,Noun,4,0
泊まり,泊まる,Verb,4,0
ナオト,,Noun,4,0
ばか,馬鹿,Noun,4,0
たつみ,辰巳,Noun,4,0
冷める,冷める,Verb,4,0
ありのまま,有りの侭,Noun,4,0
まなざし,眼差し,Noun,4,0
成り立ち,成り立ち,Noun,4,0
行事,行事,Noun,4,0
奇数,奇数,Noun,4,0
泳い,泳ぐ,Verb,4,0
香西,コウザイ,Noun,4,0
あったかい,温かい,い-Adjective,4,0
棚卸し,棚卸し,Noun,4,0
運送,運送,Noun,4,0
有害,有害,な-Adjective,4,0
成分,成分,Noun,4,0
裁け,裁く,Verb,4,0
ヒヒヒ,ひひひ,Interjection,4,0
女神,女神,Noun,4,0
ロビー,ロビー-lobby,Noun,4,0
こぼし,零す,Verb,4,0
身辺,身辺,Noun,4,0
虚構,虚構,Noun,4,0
後押し,後押し,Noun,4,0
ぽっち,ぽっち,Suffix,4,0
取り組ん,取り組む,Verb,4,0
イテェ,痛い,い-Adjective,4,0
がけ,崖,Noun,4,0
買出し,買い出し,Noun,4,0
明け方,明け方,Noun,4,0
シンドイ,しんどい,い-Adjective,4,0
幸子,サチコ,Noun,4,0
中国,中国,Noun,4,0
近藤,コンドウ,Noun,4,0
王族,王族,Noun,4,0
伝達,伝達,Noun,4,0
不定,不定,Noun,4,0
部首,部首,Noun,4,0
悪法,悪法,Noun,4,0
ソクラテス,ソクラテス-Sokrates,Noun,4,0
アンニュイ,アンニュイ-ennui,Noun,4,0
柿本,カキノモト,Noun,4,0
人麻呂,ヒトマロ,Noun,4,0
季語,季語,Noun,4,0
マゼラン,マゼラン-Magellan,Noun,4,0
ｆｒｅｅ,,Noun,4,0
ルイ,ルイ-Louis,Noun,4,0
結核,結核,Noun,4,0
チリ,チリ-Chile,Noun,4,0
刑場,刑場,Noun,4,0
’,’,Auxiliary Symbol,4,0
ｍａｓ,,Noun,4,0
Ｂｅｆｏｒｅ,ビフォー-before,Noun,4,0
Ｃｈｒｉｓｔ,,Noun,4,0
鮭,鮭,Noun,4,0
５０,フィフティー-fifty,Noun,4,0
頬杖,頬杖,Noun,4,0
憤慨,憤慨,Noun,4,0
もじもじ,もじもじ,Adverb,4,0
たくあん,沢庵,Noun,4,0
ぽつぽつ,ぽつぽつ,Adverb,4,0
さびしい,寂しい,い-Adjective,4,0
かぞく,家族,Noun,4,0
引きずら,引き摺る,Verb,4,0
高台,高台,Noun,4,0
裏切ら,裏切る,Verb,4,0
串,串,Noun,4,0
輝い,輝く,Verb,4,0
気まず,気まずい,い-Adjective,4,0
頼み込ま,頼み込む,Verb,4,0
抱える,抱える,Verb,4,0
売場,売り場,Noun,4,0
市原,イチハラ,Noun,4,0
ニンジン,人参,Noun,4,0
グチャグチャ,ぐちゃぐちゃ,な-Adjective,4,0
ババァ,婆,Noun,4,0
手芸,手芸,Noun,4,0
割り,割り,Noun,4,0
定食,定食,Noun,4,0
焦げ,焦げる,Verb,4,0
堅持,堅持,Noun,4,0
下左,下左,Noun,4,0
マイナス,マイナス-minus,Noun,4,0
帰宅,帰宅,Noun,4,0
仕舞っ,仕舞う,Verb,4,0
葉書,葉書,Noun,4,0
カンニング,カンニング-cunning,Noun,4,0
しあわせ,幸せ,Noun,4,0
お好み焼き,お好み焼き,Noun,4,0
煮込む,煮込む,Verb,4,0
強火,強火,Noun,4,0
とんかつ,豚カツ,Noun,4,0
竜田,タツタ,Noun,4,0
きんぴら,金平,Noun,4,0
茶巾,茶巾,Noun,4,0
ずし,ズシ,Noun,4,0
包む,包む,Verb,4,0
和え,和え,Suffix,4,0
カリフォルニア,カリフォルニア-California,Noun,4,0
ロール,ロール-roll,Noun,4,0
角煮,角煮,Noun,4,0
はかどっ,捗る,Verb,4,0
[,,Code,4,0
VAR,,Noun,4,0
福引,福引き,Noun,4,0
かものはし,鴨の嘴,Noun,4,0
サンタ,セント-saint,Noun,4,0
被り,被る,Verb,3,0
務め,勤める,Verb,3,0
姉貴,姉貴,Noun,3,0
やき,焼き,Suffix,3,0
河川,河川,Noun,3,0
敷,敷,Suffix,3,0
ごご,午後,Noun,3,0
謝ん,謝る,Verb,3,0
バイト代,バイト代,Noun,3,0
ガッコ,学校,Noun,3,0
民家,民家,Noun,3,0
地域,地域,Noun,3,0
ぶら下げる,ぶら下げる,Verb,3,0
分ち,分かち,Noun,3,0
生前,生前,Noun,3,0
リポーター,レポーター-reporter,Noun,3,0
ＣＭ,ＣＭ,Noun,3,0
見つめる,見詰める,Verb,3,0
中っ,当たる,Verb,3,0
薄く,薄い,い-Adjective,3,0
スカーフ,スカーフ-scarf,Noun,3,0
ヤング,ヤング-young,Noun,3,0
くしゃみ,嚔,Noun,3,0
亡くなり,亡くなる,Verb,3,0
捜し出し,捜し出す,Verb,3,0
そっくり,そっくり,な-Adjective,3,0
こっち側,此方側,Noun,3,0
取り繕っ,取り繕う,Verb,3,0
帰り道,帰り道,Noun,3,0
露天,露天,Noun,3,0
濃霧,濃霧,Noun,3,0
今宵,今宵,Noun,3,0
いまいち,今一,Adverb,3,0
カベ,壁,Noun,3,0
もつれ,縺れ,Noun,3,0
形跡,形跡,Noun,3,0
しつこく,しつこい,い-Adjective,3,0
モメ,揉める,Verb,3,0
守れる,守る,Verb,3,0
見立て,見立,Noun,3,0
終わん,終わる,Verb,3,0
内面,内面,Noun,3,0
グマ,熊,Noun,3,0
裏表,裏表,Noun,3,0
ホメ,褒める,Verb,3,0
助け出そう,助け出す,Verb,3,0
まっぴら,真っ平,Adverb,3,0
伝統,伝統,Noun,3,0
あはははははは,あはは,Interjection,3,0
うらやましかっ,羨ましい,い-Adjective,3,0
映ら,映る,Verb,3,0
チャイム,チャイム-chime,Noun,3,0
そそる,そそる,Verb,3,0
おたく,御宅,Pronoun,3,0
食べれる,食べる,Verb,3,0
工夫,工夫,Noun,3,0
りょこう,旅行,Noun,3,0
べんとう,弁当,Noun,3,0
もっちろん,勿論,Adverb,3,0
決め付け,決め付ける,Verb,3,0
屈託,屈託,Noun,3,0
オリンポス,オリンポス-Olympos,Noun,3,0
貼り出さ,張り出す,Verb,3,0
組む,組む,Verb,3,0
動転,動転,Noun,3,0
やりゃ,遣る,Verb,3,0
カンジクン,,Noun,3,0
くらまし,晦ます,Verb,3,0
たし,足し,Noun,3,0
純情,純情,Noun,3,0
読み上げ,読み上げる,Verb,3,0
ローカル,ローカル-local,Noun,3,0
降ら,降る,Verb,3,0
ええっ,ええ,Interjection,3,0
ゴミ拾い,塵拾い,Noun,3,0
抜け出す,抜け出す,Verb,3,0
薬指,薬指,Noun,3,0
混ぜる,交ぜる,Verb,3,0
岩,岩,Noun,3,0
出張っ,出張る,Verb,3,0
引っ張ら,引っ張る,Verb,3,0
全っ然,全然,Adverb,3,0
他所,余所,Noun,3,0
ぜんっぜん,全然,Adverb,3,0
居ん,居る,Verb,3,0
火星,火星,Noun,3,0
当たん,当たる,Verb,3,0
飲み込ん,飲み込む,Verb,3,0
一人ぼっち,独りぼっち,Noun,3,0
故,故,Noun,3,0
イキナリ,行成,Adverb,3,0
かねん,兼ねる,Suffix,3,0
探知,探知,Noun,3,0
幕,幕,Noun,3,0
辰姫,タツヒメ,Noun,3,0
％,パーセント-percent,Noun,3,0
酸,酸,Suffix,3,0
告っ,告る,Verb,3,0
いっき,一気,Noun,3,0
顔面,顔面,Noun,3,0
ハキハキ,はきはき,Adverb,3,0
くたばっ,くたばる,Verb,3,0
ズルい,狡い,い-Adjective,3,0
セメント,セメント-cement,Noun,3,0
職場,職場,Noun,3,0
不毛,不毛,な-Adjective,3,0
一貫,一貫,Noun,3,0
親切,親切,Noun,3,0
休校,休校,Noun,3,0
うおお,うお,Interjection,3,0
ざー,ざあ,Adverb,3,0
他校,他校,Noun,3,0
シティ,シティー-city,Noun,3,0
なぁに,何,Pronoun,3,0
貸し切る,貸し切る,Verb,3,0
抱きつく,抱き付く,Verb,3,0
肩車,肩車,Noun,3,0
思い当たり,思い当たる,Verb,3,0
メイク,メーク-make,Noun,3,0
おいし,美味しい,い-Adjective,3,0
言い張っ,言い張る,Verb,3,0
拘わら,関わる,Verb,3,0
引ける,引く-他動詞,Verb,3,0
手術,手術,Noun,3,0
仕草,仕草,Noun,3,0
駄々,駄々,Noun,3,0
引き取ら,引き取る,Verb,3,0
体格,体格,Noun,3,0
根っこ,根っ子,Noun,3,0
日時,日時,Noun,3,0
宛名,宛て名,Noun,3,0
タスケ,助け,Noun,3,0
ビデオ,ビデオ-video,Noun,3,0
サクラ,桜,Noun,3,0
仕方無い,仕方無い,い-Adjective,3,0
飛び入り,飛び入り,Noun,3,0
チクショー,畜生,Noun,3,0
あっら,あら,Interjection,3,0
泊まる,泊まる,Verb,3,0
クシ,櫛,Noun,3,0
イレラレテ,,Noun,3,0
コロサレルヨ,,Noun,3,0
間違える,間違える,Verb,3,0
便,便,Noun,3,0
家業,家業,Noun,3,0
不在,不在,Noun,3,0
さびしく,寂しい,い-Adjective,3,0
言い聞かせ,言い聞かせる,Verb,3,0
救世,救世,Noun,3,0
面会,面会,Noun,3,0
すっこん,すっこむ,Verb,3,0
巡っ,巡る,Verb,3,0
繰り返さ,繰り返す,Verb,3,0
覆っ,覆う,Verb,3,0
かぶっ,被る,Verb,3,0
男神,男神,Noun,3,0
堅い,固い,い-Adjective,3,0
両,両,Prefix,3,0
笑いかけ,笑い掛ける,Verb,3,0
町中,町中,Noun,3,0
捕まえよう,捕まえる,Verb,3,0
飲み込ま,飲み込む,Verb,3,0
つけよう,付ける,Verb,3,0
等しい,等しい,い-Adjective,3,0
つき合わせ,突き合わせる,Verb,3,0
統べ,統べる,Verb,3,0
まぶしい,眩しい,い-Adjective,3,0
２５,,Noun,3,0
留年,留年,Noun,3,0
食おう,食う,Verb,3,0
飽き足ら,飽き足る,Verb,3,0
がんばろ,頑張る,Verb,3,0
身の程,身の程,Noun,3,0
はるばる,遥々,Adverb,3,0
連れ戻す,連れ戻す,Verb,3,0
ＢＥＧＩＮＮＥＲ,,Noun,3,0
ＥＸＰＥＲＴ,,Noun,3,0
ヒーリング,ヒーリング-healing,Noun,3,0
吸っ,吸う,Verb,3,0
みーんな,皆,Noun,3,0
んさい,為さる,Verb,3,0
あせら,焦る,Verb,3,0
かから,掛かる,Verb,3,0
ダウジング,ダウジング-dowsing,Noun,3,0
カーメン,カーメン,Noun,3,0
故事,故事,Noun,3,0
由来,由来,Noun,3,0
ヒエログリフ,ヒエログリフ-hieroglyph,Noun,3,0
敬称,敬称,Noun,3,0
ｆａｓｔ,,Noun,3,0
難しかっ,難しい,い-Adjective,3,0
排出,排出,Noun,3,0
食指,食指,Noun,3,0
ハムレット,ハムレット-Hamlet,Noun,3,0
アフタヌーン,アフタヌーン-afternoon,Noun,3,0
標高,標高,Noun,3,0
つくり,作り,Noun,3,0
くさかんむり,草冠,Noun,3,0
ごん,ごん,Adverb,3,0
憎しみ,憎しみ,Noun,3,0
和歌,和歌,Noun,3,0
感染,感染,Noun,3,0
徳,徳,Noun,3,0
移る,移る,Verb,3,0
香辛,香辛,Noun,3,0
禁煙,禁煙,Noun,3,0
じゃろう,じゃ,Auxiliary Verb,3,0
復習,復習,Noun,3,0
スカート,スカート-skirt,Noun,3,0
パタゴニア,パタゴニア-Patagonia,Noun,3,0
ミレニアム,ミレニアム-millennium,Noun,3,0
昆虫,昆虫,Noun,3,0
いたそう,致す,Verb,3,0
基準,基準,Noun,3,0
紀元,紀元,Noun,3,0
Ｂ．Ｃ．,ＢＣ,Noun,3,0
デカルト,デカルト-Descartes,Noun,3,0
貼り,張る,Verb,3,0
オバ,伯母,Noun,3,0
白寿,白寿,Noun,3,0
割る,割る,Verb,3,0
食べれ,食べる,Verb,3,0
遣う,使う,Verb,3,0
尖ら,尖る,Verb,3,0
伏せ,伏せる,Verb,3,0
輝か,輝く,Verb,3,0
むかえ,迎え,Noun,3,0
こらえ,堪える,Verb,3,0
ひたむき,ひたむき,な-Adjective,3,0
参観,参観,Noun,3,0
掛かる,掛かる,Verb,3,0
苦笑,苦笑,Noun,3,0
やったあ,やった,Interjection,3,0
あれ～,あれ,Interjection,3,0
幽霊,幽霊,Noun,3,0
走り去っ,走り去る,Verb,3,0
佐藤,サトウ,Noun,3,0
断じ,断ずる,Verb,3,0
あはっ,あは,Interjection,3,0
噛み締め,噛み締める,Verb,3,0
カズミ,カズミ,Noun,3,0
見返し,見返す,Verb,3,0
ミルク,ミルク-milk,Noun,3,0
ひき逃げ,轢き逃げ,Noun,3,0
打ち明け,打ち明ける,Verb,3,0
ばつ,×,Noun,3,0
雑巾,雑巾,Noun,3,0
ついつい,ついつい,Adverb,3,0
責める,責める,Verb,3,0
発注,発注,Noun,3,0
とばっちり,とばっちり,Noun,3,0
ままごと,飯事,Noun,3,0
オジ,伯父,Noun,3,0
克服,克服,Noun,3,0
遠ざけ,遠ざける,Verb,3,0
蹴り,蹴り,Noun,3,0
町内,町内,Noun,3,0
復興,復興,Noun,3,0
くわえ,銜える,Verb,3,0
ぞい,ぞい,Particle,3,0
投げ込ん,投げ込む,Verb,3,0
しかめ,顰める,Verb,3,0
柑橘,柑橘,Noun,3,0
レモン,レモン-lemon,Noun,3,0
あぶり出し,炙り出し,Noun,3,0
樹海,樹海,Noun,3,0
無論,無論,Adverb,3,0
ひとしきり,一頻り,Adverb,3,0
茶道,茶道,Noun,3,0
習い事,習い事,Noun,3,0
当主,当主,Noun,3,0
孤児,孤児,Noun,3,0
話し込ん,話し込む,Verb,3,0
傷つか,傷付く,Verb,3,0
納品,納品,Noun,3,0
召集,召集,Noun,3,0
（,（,Auxiliary Symbol,3,0
）,）,Auxiliary Symbol,3,0
黒田,クロダ,Noun,3,0
とりえ,取り柄,Noun,3,0
包ん,包む,Verb,3,0
中島,ナカジマ,Noun,3,0
半径,半径,Noun,3,0
祝っ,祝う,Verb,3,0
ハァッピバースデー,,Noun,3,0
たまご,卵,Noun,3,0
寸劇,寸劇,Noun,3,0
重苦しい,重苦しい,い-Adjective,3,0
下手っぴ,下手っぴ,Noun,3,0
吹け,吹く,Verb,3,0
米,米,Noun,3,0
ミツ,ミツ,Noun,3,0
こんがり,こんがり,Adverb,3,0
まぶす,塗す,Verb,3,0
ごぼう,牛蒡,Noun,3,0
ポテト,ポテト-potato,Noun,3,0
豚肉,豚肉,Noun,3,0
黙々,黙々,な-Adjective,3,0
ムレ,蒸れる,Verb,3,0
アフリカ,アフリカ-Africa,Noun,3,0
留学,留学,Noun,3,0
物質,物質,Noun,2,0
うかがっ,窺う,Verb,2,0
供,供,Noun,2,0
オムツ,御襁褓,Noun,2,0
レギュラー,レギュラー-regular,Noun,2,0
遣い,使う,Verb,2,0
けいじ,掲示,Noun,2,0
降板,降板,Noun,2,0
朝ごはん,朝御飯,Noun,2,0
武者,武者,Noun,2,0
帳,帳,Suffix,2,0
センセー,先生,Noun,2,0
折り目,折り目,Noun,2,0
面白かっ,面白い,い-Adjective,2,0
本場,本場,Noun,2,0
龍,竜,Noun,2,0
リボン,リボン-ribbon,Noun,2,0
悩め,悩む,Verb,2,0
斬ら,切る,Verb,2,0
採れる,取れる,Verb,2,0
引っ掛かっ,引っ掛かる,Verb,2,0
郊外,郊外,Noun,2,0
２７,,Noun,2,0
ステーキ,ステーキ-steak,Noun,2,0
印,印,Noun,2,0
だーいじょうぶ,大丈夫,な-Adjective,2,0
ウザかっ,うざい,い-Adjective,2,0
オメ,,Noun,2,0
変死,変死,Noun,2,0
遠のく,遠退く,Verb,2,0
低く,低い,い-Adjective,2,0
エッ,えっ,Interjection,2,0
大きかっ,大きい,い-Adjective,2,0
タネ,種,Noun,2,0
食い入る,食い入る,Verb,2,0
もる,盛る,Verb,2,0
スタジオ,スタジオ-studio,Noun,2,0
スモーク,スモーク-smoke,Noun,2,0
どどー,どどー,Adverb,2,0
現に,現に,Adverb,2,0
圏外,圏外,Noun,2,0
切り抜か,切り抜く,Verb,2,0
戻ろ,戻る,Verb,2,0
ダレ,垂れ,Noun,2,0
ムッキー,ムッキー,Noun,2,0
山菜,山菜,Noun,2,0
パトカー,パトカー-patrol car,Noun,2,0
怒鳴り声,どなり声,Noun,2,0
下さっ,下さる,Verb,2,0
めっちゃ,目茶,Adverb,2,0
命綱,命綱,Noun,2,0
くるう,狂う,Verb,2,0
サツエイ,,Noun,2,0
捜せ,探す,Verb,2,0
はーん,はーん,Interjection,2,0
廃墟,廃虚,Noun,2,0
長女,長女,Noun,2,0
ゼー,ゼー,Noun,2,0
田舎暮らし,田舎暮らし,Noun,2,0
口実,口実,Noun,2,0
共鳴,共鳴,Noun,2,0
向き合える,向き合う,Verb,2,0
ジラ,自邏,Noun,2,0
代役,代役,Noun,2,0
からっぽ,空っぽ,Noun,2,0
育む,育む,Verb,2,0
ひいては,延いては,Adverb,2,0
呼び立て,呼び立てる,Verb,2,0
手招き,手招き,Noun,2,0
公演,公演,Noun,2,0
滞在,滞在,Noun,2,0
るす,留守,Noun,2,0
ゴルフ,ゴルフ-golf,Noun,2,0
エグい,えぐい,い-Adjective,2,0
刃物,刃物,Noun,2,0
スンマセン,,Noun,2,0
土曜,土曜,Noun,2,0
キリキリ,きりきり,Noun,2,0
刀,刀,Noun,2,0
武装,武装,Noun,2,0
しばし,暫し,Adverb,2,0
ゆめゆめ,ゆめゆめ,Adverb,2,0
ウッ,ウッ-外国,Noun,2,0
立ち向かおう,立ち向かう,Verb,2,0
トモエ,トモエ,Noun,2,0
アブ,虻,Noun,2,0
襲う,襲う,Verb,2,0
晴れ続き,晴れ続き,Noun,2,0
突っ走っ,突っ走る,Verb,2,0
しくじっ,しくじる,Verb,2,0
覗く,覗く,Verb,2,0
爆睡,爆睡,Noun,2,0
天然,天然,Noun,2,0
突撃,突撃,Noun,2,0
束縛,束縛,Noun,2,0
連れ出し,連れ出す,Verb,2,0
みなぎっ,漲る,Verb,2,0
コノハナサクヤ,,Noun,2,0
ちゅう,つう,Auxiliary Verb,2,0
訪ね,訪ねる,Verb,2,0
ペコペコ,ぺこぺこ,な-Adjective,2,0
方面,方面,Noun,2,0
夜半,夜半,Noun,2,0
ピンポーン,ぴんぽーん,Adverb,2,0
脂身,脂身,Noun,2,0
焼きソバ,焼き蕎麦,Noun,2,0
がっちり,がっちり,Adverb,2,0
別居,別居,Noun,2,0
ぷぷっ,ぷぷ,Adverb,2,0
メチャクチャ,目茶苦茶,Adverb,2,0
北,北,Noun,2,0
ＡＴＭ,ＡＴＭ,Noun,2,0
盗難,盗難,Noun,2,0
たのしい,楽しい,い-Adjective,2,0
チャリ,ちゃり,Noun,2,0
メチャ,目茶,Adverb,2,0
流せ,流す,Verb,2,0
餅,餅,Noun,2,0
幹線,幹線,Noun,2,0
沿い,沿い,Suffix,2,0
誇らし,誇らしい,い-Adjective,2,0
毎晩,毎晩,Noun,2,0
あした,明日,Noun,2,0
ぬわっ,ぬわっ,Adverb,2,0
ゴラァ,,Noun,2,0
にく,難い,Suffix,2,0
澄ま,澄む,Verb,2,0
ゴラァァ,,Noun,2,0
いじっ,弄る,Verb,2,0
班分け,班分け,Noun,2,0
口説い,口説く,Verb,2,0
バカップル,バカップル,Noun,2,0
ほん,其れ,Pronoun,2,0
シメん,締める,Verb,2,0
逸れる,逸れる,Verb,2,0
っつわ,つう,Auxiliary Verb,2,0
湯気,湯気,Noun,2,0
アァ,ああ,Interjection,2,0
裁縫,裁縫,Noun,2,0
アプローチ,アプローチ-approach,Noun,2,0
認めろ,認める,Verb,2,0
タケミカヅチ,タケミカヅチ,Noun,2,0
口走っ,口走る,Verb,2,0
キンキン,きんきん-擬態語,Adverb,2,0
グダグダ,ぐだぐだ,Adverb,2,0
決め込ん,決め込む,Verb,2,0
サウナ,サウナ-sauna,Noun,2,0
チョロチョロ,ちょろちょろ,Adverb,2,0
チャート,チャート-chart,Noun,2,0
次行,次行,Noun,2,0
タイホ,,Noun,2,0
郷土,郷土,Noun,2,0
飯ごう,飯盒,Noun,2,0
泳げん,泳ぐ,Verb,2,0
ゴム,ゴム-gom,Noun,2,0
中指,中指,Noun,2,0
ピーマン,ピーマン-piment,Noun,2,0
ふきのとう,蕗の薹,Noun,2,0
コショウ,胡椒,Noun,2,0
キツかっ,きつい,い-Adjective,2,0
ジャリジャリ,じゃりじゃり,Adverb,2,0
豊か,豊か,な-Adjective,2,0
出前,出前,Noun,2,0
消灯,消灯,Noun,2,0
痛え,痛い,い-Adjective,2,0
ズリ,砰,Noun,2,0
ふくれ,膨れる,Verb,2,0
エビ,蝦,Noun,2,0
キョド,,Noun,2,0
みだら,淫ら,な-Adjective,2,0
泳ぐ,泳ぐ,Verb,2,0
庇っ,庇う,Verb,2,0
響い,響く,Verb,2,0
静養,静養,Noun,2,0
キャワイイ,,Noun,2,0
逸れ,逸れる,Verb,2,0
腰つき,腰つき,Noun,2,0
脚線,脚線,Noun,2,0
高１,高一,Noun,2,0
通りかかっ,通り掛かる,Verb,2,0
顔ぶれ,顔触れ,Noun,2,0
絹,絹,Noun,2,0
木綿,木綿,Noun,2,0
ばっ,ばっ,Adverb,2,0
県,県,Noun,2,0
警,警,Suffix,2,0
けんか,喧嘩,Noun,2,0
ボ,,Noun,2,0
クセェ,,Noun,2,0
ぶっ殺し,打ち殺す,Verb,2,0
っぽかっ,ぽい,Suffix,2,0
だま,だま,Noun,2,0
唸っ,唸る,Verb,2,0
マルキュン,,Noun,2,0
たんび,度,Noun,2,0
かわいそ,可哀想,な-Adjective,2,0
じゃおっ,ちゃう,Auxiliary Verb,2,0
ちゃーんと,ちゃんと,Adverb,2,0
てるぅ,てる,Auxiliary Verb,2,0
脱ぐ,脱ぐ,Verb,2,0
ヒミコ,ヒミコ,Noun,2,0
キントキドウジ,,Noun,2,0
戻ん,戻る,Verb,2,0
カサカサ,かさかさ,Adverb,2,0
ソーレ,,Noun,2,0
ペラペラ,ぺらぺら,Adverb,2,0
むし,無私,Noun,2,0
プリチー,プリティー-pretty,な-Adjective,2,0
